ncbi_gene_id,gene_symbol,association_type,disease_id
3815,KIT,MENDELIAN,OMIM:154800
5199,CFP,MENDELIAN,OMIM:312060
9780,PIEZO1,MENDELIAN,OMIM:616843
270,AMPD1,MENDELIAN,OMIM:615511
7167,TPI1,MENDELIAN,OMIM:615512
54832,VPS13C,MENDELIAN,OMIM:616840
29926,GMPPA,MENDELIAN,OMIM:615510
2066,ERBB4,MENDELIAN,OMIM:615515
8924,HERC2,MENDELIAN,OMIM:615516
5293,PIK3CD,MENDELIAN,OMIM:615513
658,BMPR1B,MENDELIAN,OMIM:616849
2495,FTH1,MENDELIAN,OMIM:615517
1417,CRYBB3,MENDELIAN,OMIM:609741
9094,UNC119,MENDELIAN,OMIM:615518
778,CACNA1F,MENDELIAN,OMIM:300071
7503,XIST,MENDELIAN,OMIM:300087
10,NAT2,MENDELIAN,OMIM:243400
51360,MBTPS2,MENDELIAN,OMIM:308800
5443,POMC,MENDELIAN,OMIM:609734
948,CD36,MENDELIAN,OMIM:608404
57526,PCDH19,MENDELIAN,OMIM:300088
3313,HSPA9,MENDELIAN,OMIM:616854
5167,ENPP1,MENDELIAN,OMIM:615522
123624,AGBL1,MENDELIAN,OMIM:615523
58,ACTA1,MENDELIAN,OMIM:616852
23094,SIPA1L3,MENDELIAN,OMIM:616851
23095,KIF1B,POLYGENIC,OMIM:256700
10483,SEC23B,MENDELIAN,OMIM:616858
10758,TRAF3IP2,MENDELIAN,OMIM:615527
5915,RARB,MENDELIAN,OMIM:615524
3914,LAMB3,MENDELIAN,OMIM:104530
9829,DNAJC6,MENDELIAN,OMIM:615528
51218,GLRX5,MENDELIAN,OMIM:616859
60529,ALX4,POLYGENIC,OMIM:615529
1497,CTNS,MENDELIAN,OMIM:219750
4204,MECP2,MENDELIAN,OMIM:300055
51218,GLRX5,MENDELIAN,OMIM:616860
8867,SYNJ1,MENDELIAN,OMIM:615530
11253,MAN1B1,MENDELIAN,OMIM:614202
10841,FTCD,MENDELIAN,OMIM:229100
55737,VPS35,POLYGENIC,OMIM:614203
7874,USP7,MENDELIAN,OMIM:616863
51206,GP6,MENDELIAN,OMIM:614201
102,ADAM10,MENDELIAN,OMIM:615537
6550,SLC9A3,MENDELIAN,OMIM:616868
27315,PGAP2,MENDELIAN,OMIM:614207
51008,ASCC1,MENDELIAN,OMIM:616867
26525,IL36RN,MENDELIAN,OMIM:614204
9325,TRIP4,MENDELIAN,OMIM:616866
83987,CCDC8,MENDELIAN,OMIM:614205
29940,DSE,MENDELIAN,OMIM:615539
27077,B9D1,MENDELIAN,OMIM:614209
367,AR,MENDELIAN,OMIM:300068
1641,DCX,MENDELIAN,OMIM:300067
23676,SMPX,MENDELIAN,OMIM:300066
163183,SYNE4,MENDELIAN,OMIM:615540
51428,DDX41,POLYGENIC,OMIM:616871
80185,TTI2,MENDELIAN,OMIM:615541
55780,ERMARD,MENDELIAN,OMIM:615544
547,KIF1A,MENDELIAN,OMIM:614213
23065,EMC1,MENDELIAN,OMIM:616875
5079,PAX5,POLYGENIC,OMIM:615545
2626,GATA4,MENDELIAN,OMIM:615542
10320,IKZF1,MENDELIAN,OMIM:616873
1376,CPT2,POLYGENIC,OMIM:614212
11280,SCN11A,MENDELIAN,OMIM:615548
128989,TANGO2,MENDELIAN,OMIM:616878
79633,FAT4,MENDELIAN,OMIM:615546
54551,MAGEL2,MENDELIAN,OMIM:615547
57572,DOCK6,MENDELIAN,OMIM:614219
1747,DLX3,MENDELIAN,OMIM:104510
773,CACNA1A,MENDELIAN,OMIM:141500
242,ALOX12B,MENDELIAN,OMIM:242100
59344,ALOXE3,MENDELIAN,OMIM:242100
1302,COL11A2,MENDELIAN,OMIM:609706
6336,SCN10A,MENDELIAN,OMIM:615551
8863,PER3,MENDELIAN,OMIM:616882
11280,SCN11A,MENDELIAN,OMIM:615552
51501,HIKESHI,MENDELIAN,OMIM:616881
6138,RPL15,MENDELIAN,OMIM:615550
81562,LMAN2L,MENDELIAN,OMIM:616887
5618,PRLR,MENDELIAN,OMIM:615555
3490,IGFBP7,MENDELIAN,OMIM:614224
25782,RAB3GAP2,MENDELIAN,OMIM:614225
23443,SLC35A3,MENDELIAN,OMIM:615553
22931,RAB18,MENDELIAN,OMIM:614222
5618,PRLR,MENDELIAN,OMIM:615554
5580,PRKCD,MENDELIAN,OMIM:615559
1778,DYNC1H1,MENDELIAN,OMIM:614228
255928,SYT14,MENDELIAN,OMIM:614229
57647,DHX37,MENDELIAN,OMIM:273250
7100,TLR5,POLYGENIC,OMIM:615557
50937,CDON,MENDELIAN,OMIM:614226
338,APOB,MENDELIAN,OMIM:615558
5728,PTEN,MENDELIAN,OMIM:158350
5290,PIK3CA,MENDELIAN,OMIM:182000
51776,MAP3K20,MENDELIAN,OMIM:616890
2316,FLNA,MENDELIAN,OMIM:300049
2316,FLNA,MENDELIAN,OMIM:300048
1857,DVL3,MENDELIAN,OMIM:616894
51124,IER3IP1,MENDELIAN,OMIM:614231
23165,NUP205,MENDELIAN,OMIM:616893
9688,NUP93,MENDELIAN,OMIM:616892
5075,PAX1,MENDELIAN,OMIM:615560
629,CFB,MENDELIAN,OMIM:615561
202018,TAPT1,MENDELIAN,OMIM:616897
4976,OPA1,MENDELIAN,OMIM:616896
4751,NEK2,MENDELIAN,OMIM:615565
190,NR0B1,MENDELIAN,OMIM:300018
7137,TNNI3,MENDELIAN,OMIM:115210
79934,COQ8B,MENDELIAN,OMIM:615573
440,ASNS,MENDELIAN,OMIM:615574
4791,NFKB2,MENDELIAN,OMIM:615577
5538,PPT1,MENDELIAN,OMIM:256730
119559,SFXN4,MENDELIAN,OMIM:615578
6658,SOX3,MENDELIAN,OMIM:312000
1203,CLN5,MENDELIAN,OMIM:256731
81545,FBXO38,MENDELIAN,OMIM:615575
9439,MED23,MENDELIAN,OMIM:614249
6103,RPGR,MENDELIAN,OMIM:300029
4340,MOG,MENDELIAN,OMIM:614250
2902,GRIN1,MENDELIAN,OMIM:614254
7043,TGFB3,MENDELIAN,OMIM:615582
1981,EIF4G1,POLYGENIC,OMIM:614251
4000,LMNA,MENDELIAN,OMIM:115200
22827,PUF60,MENDELIAN,OMIM:615583
2036,EPB41L1,MENDELIAN,OMIM:614257
547,KIF1A,MENDELIAN,OMIM:614255
10369,CACNG2,MENDELIAN,OMIM:614256
3299,HSF4,MENDELIAN,OMIM:116800
3651,PDX1,MENDELIAN,OMIM:260370
26235,FBXL4,MENDELIAN,OMIM:615471
776,CACNA1D,MENDELIAN,OMIM:615474
2775,GNAO1,MENDELIAN,OMIM:615473
23334,SZT2,MENDELIAN,OMIM:615476
121391,KRT74,MENDELIAN,OMIM:194300
91147,TMEM67,MENDELIAN,OMIM:602152
197131,UBR1,MENDELIAN,OMIM:243800
89765,RSPH1,MENDELIAN,OMIM:615481
161582,DNAAF4,MENDELIAN,OMIM:615482
80816,ASXL3,MENDELIAN,OMIM:615485
4141,MARS1,MENDELIAN,OMIM:615486
5155,PDGFB,MENDELIAN,OMIM:615483
56616,DIABLO,MENDELIAN,OMIM:614152
10528,NOP56,MENDELIAN,OMIM:614153
717,C2,POLYGENIC,OMIM:615489
629,CFB,POLYGENIC,OMIM:615489
644,BLVRA,MENDELIAN,OMIM:614156
5243,ABCB1,POLYGENIC,OMIM:120080
100996717,NOTCH2NLC,MENDELIAN,OMIM:603472
10165,SLC25A13,MENDELIAN,OMIM:603471
2188,FANCF,MENDELIAN,OMIM:603467
288,ANK3,MENDELIAN,OMIM:615493
6772,STAT1,MENDELIAN,OMIM:614162
23321,TRIM2,MENDELIAN,OMIM:615490
91,ACVR1B,MENDELIAN,OMIM:260350
3845,KRAS,MENDELIAN,OMIM:260350
7157,TP53,MENDELIAN,OMIM:260350
4089,SMAD4,MENDELIAN,OMIM:260350
6794,STK11,MENDELIAN,OMIM:260350
7345,UCHL1,MENDELIAN,OMIM:615491
2660,MSTN,MENDELIAN,OMIM:614160
6389,SDHA,MENDELIAN,OMIM:614165
5105,PCK1,MENDELIAN,OMIM:261680
1407,CRY1,POLYGENIC,OMIM:614163
2876,GPX1,MENDELIAN,OMIM:614164
84146,ZNF644,MENDELIAN,OMIM:614167
90167,FRMD7,MENDELIAN,OMIM:310700
23347,SMCHD1,MENDELIAN,OMIM:603457
2624,GATA2,MENDELIAN,OMIM:614172
79600,TCTN1,MENDELIAN,OMIM:614173
11107,PRDM5,MENDELIAN,OMIM:614170
26258,BLOC1S6,MENDELIAN,OMIM:614171
5224,PGAM2,MENDELIAN,OMIM:261670
80776,B9D2,MENDELIAN,OMIM:614175
1201,CLN3,MENDELIAN,OMIM:204200
6392,SDHD,MENDELIAN,OMIM:168000
126410,CYP4F22,MENDELIAN,OMIM:604777
4322,MMP13,MENDELIAN,OMIM:602111
26154,ABCA12,MENDELIAN,OMIM:242500
7401,CLRN1,MENDELIAN,OMIM:614180
4117,MAK,MENDELIAN,OMIM:614181
3590,IL11RA,MENDELIAN,OMIM:614188
2200,FBN1,MENDELIAN,OMIM:614185
3769,KCNJ13,MENDELIAN,OMIM:614186
10345,TRDN,MENDELIAN,OMIM:604772
845,CASQ2,MENDELIAN,OMIM:604772
6262,RYR2,MENDELIAN,OMIM:604772
9049,AIP,MENDELIAN,OMIM:102200
8622,PDE8B,MENDELIAN,OMIM:614190
1909,EDNRA,POLYGENIC,OMIM:157300
7124,TNF,POLYGENIC,OMIM:157300
2099,ESR1,POLYGENIC,OMIM:157300
1674,DES,MENDELIAN,OMIM:604765
30813,VSX1,MENDELIAN,OMIM:614195
6329,SCN4A,MENDELIAN,OMIM:614198
3913,LAMB2,MENDELIAN,OMIM:614199
5800,PTPRO,MENDELIAN,OMIM:614196
1749,DLX5,MENDELIAN,OMIM:183600
4477,MSMB,POLYGENIC,OMIM:611928
4488,MSX2,MENDELIAN,OMIM:604757
5573,PRKAR1A,MENDELIAN,OMIM:160980
2720,GLB1,MENDELIAN,OMIM:230500
6533,SLC6A6,MENDELIAN,OMIM:145350
1585,CYP11B2,MENDELIAN,OMIM:610600
3339,HSPG2,MENDELIAN,OMIM:255800
845,CASQ2,MENDELIAN,OMIM:611938
2200,FBN1,MENDELIAN,OMIM:184900
6872,TAF1,MENDELIAN,OMIM:314250
338,APOB,MENDELIAN,OMIM:144010
4286,MITF,MENDELIAN,OMIM:103500
165918,RNF168,MENDELIAN,OMIM:611943
8912,CACNA1H,POLYGENIC,OMIM:611942
343035,RD3,MENDELIAN,OMIM:610612
2161,F12,MENDELIAN,OMIM:610618
1778,DYNC1H1,MENDELIAN,OMIM:158600
2260,FGFR1,MENDELIAN,OMIM:147950
1471,CST3,POLYGENIC,OMIM:611953
5309,PITX3,MENDELIAN,OMIM:610623
60675,PROK2,MENDELIAN,OMIM:610628
6229,RPS24,MENDELIAN,OMIM:610629
2161,F12,MENDELIAN,OMIM:234000
5053,PAH,MENDELIAN,OMIM:261600
1116,CHI3L1,POLYGENIC,OMIM:611960
1760,DMPK,MENDELIAN,OMIM:160900
79147,FKRP,MENDELIAN,OMIM:236670
29954,POMT2,MENDELIAN,OMIM:236670
2218,FKTN,MENDELIAN,OMIM:236670
10585,POMT1,MENDELIAN,OMIM:236670
9215,LARGE1,MENDELIAN,OMIM:236670
427,ASAH1,MENDELIAN,OMIM:159950
6530,SLC6A2,MENDELIAN,OMIM:604715
4998,ORC1,MENDELIAN,OMIM:224690
1621,DBH,MENDELIAN,OMIM:223360
4893,NRAS,MENDELIAN,OMIM:188470
57522,SRGAP1,POLYGENIC,OMIM:188470
3265,HRAS,MENDELIAN,OMIM:188470
9562,MINPP1,POLYGENIC,OMIM:188470
71,ACTG1,MENDELIAN,OMIM:604717
284654,RSPO1,MENDELIAN,OMIM:610644
549,AUH,MENDELIAN,OMIM:250950
1009,CDH11,MENDELIAN,OMIM:211380
6821,SUOX,MENDELIAN,OMIM:272300
1294,COL7A1,MENDELIAN,OMIM:132000
2071,ERCC3,MENDELIAN,OMIM:610651
4548,MTR,MENDELIAN,OMIM:250940
65250,CPLANE1,MENDELIAN,OMIM:277170
405753,DUOXA2,MENDELIAN,OMIM:274900
136647,MPLKIP,MENDELIAN,OMIM:234050
4716,NDUFB10,MENDELIAN,OMIM:619003
8567,MADD,MENDELIAN,OMIM:619004
8567,MADD,MENDELIAN,OMIM:619005
1080,CFTR,MENDELIAN,OMIM:277180
23067,SETD1B,MENDELIAN,OMIM:619000
2628,GATM,MENDELIAN,OMIM:134600
5106,PCK2,MENDELIAN,OMIM:261650
3419,IDH3A,MENDELIAN,OMIM:619007
54766,BTG4,MENDELIAN,OMIM:619009
343637,RSPO4,MENDELIAN,OMIM:206800
7284,TUFM,MENDELIAN,OMIM:610678
5805,PTS,MENDELIAN,OMIM:261640
6720,SREBF1,MENDELIAN,OMIM:619016
4210,MEFV,MENDELIAN,OMIM:134610
9319,TRIP13,MENDELIAN,OMIM:619011
63899,NSUN3,MENDELIAN,OMIM:619012
2193,FARSA,MENDELIAN,OMIM:619013
26276,VPS33B,MENDELIAN,OMIM:620009
10491,CRTAP,MENDELIAN,OMIM:610682
203190,LGI3,MENDELIAN,OMIM:620007
5557,PRIM1,MENDELIAN,OMIM:620005
1073,CFL2,MENDELIAN,OMIM:610687
91147,TMEM67,MENDELIAN,OMIM:610688
3110,MNX1,MENDELIAN,OMIM:176450
84081,NSRP1,MENDELIAN,OMIM:620001
219844,HYLS1,MENDELIAN,OMIM:236680
1371,CPOX,MENDELIAN,OMIM:121300
3858,KRT10,MENDELIAN,OMIM:146600
80217,CFAP43,MENDELIAN,OMIM:236690
54658,UGT1A1,MENDELIAN,OMIM:218800
64432,MRPS25,MENDELIAN,OMIM:619025
84842,HPDL,MENDELIAN,OMIM:619026
5860,QDPR,MENDELIAN,OMIM:261630
84842,HPDL,MENDELIAN,OMIM:619027
84274,COQ5,MENDELIAN,OMIM:619028
25793,FBXO7,MENDELIAN,OMIM:260300
125170,MIEF2,MENDELIAN,OMIM:619024
8910,SGCE,MENDELIAN,OMIM:159900
4233,MET,MENDELIAN,OMIM:620019
3075,CFH,POLYGENIC,OMIM:610698
29969,MDFIC,MENDELIAN,OMIM:620014
8914,TIMELESS,MENDELIAN,OMIM:620015
55294,FBXW7,MENDELIAN,OMIM:620012
26276,VPS33B,MENDELIAN,OMIM:620010
3082,HGF,MENDELIAN,OMIM:608265
65055,REEP1,MENDELIAN,OMIM:620011
60529,ALX4,MENDELIAN,OMIM:609597
79577,CDC73,MENDELIAN,OMIM:608266
7403,KDM6A,MENDELIAN,OMIM:147920
8085,KMT2D,MENDELIAN,OMIM:147920
2532,ACKR1,MENDELIAN,OMIM:110700
3767,KCNJ11,MENDELIAN,OMIM:610582
5660,PSAP,MENDELIAN,OMIM:249900
146183,OTOA,MENDELIAN,OMIM:607039
176,ACAN,MENDELIAN,OMIM:608361
6662,SOX9,MENDELIAN,OMIM:114290
768206,PRCD,MENDELIAN,OMIM:610599
1548,CYP2A6,MENDELIAN,OMIM:122700
79001,VKORC1,MENDELIAN,OMIM:122700
1559,CYP2C9,MENDELIAN,OMIM:122700
79048,SECISBP2,MENDELIAN,OMIM:609698
6439,SFTPB,MENDELIAN,OMIM:265120
6197,RPS6KA3,MENDELIAN,OMIM:303600
6794,STK11,MENDELIAN,OMIM:175200
4625,MYH7,MENDELIAN,OMIM:608358
5921,RASA1,MENDELIAN,OMIM:608354
9750,RIPOR2,MENDELIAN,OMIM:607017
54658,UGT1A1,MENDELIAN,OMIM:237900
3425,IDUA,MENDELIAN,OMIM:607014
3425,IDUA,MENDELIAN,OMIM:607016
3425,IDUA,MENDELIAN,OMIM:607015
54332,GDAP1,MENDELIAN,OMIM:608340
1280,COL2A1,MENDELIAN,OMIM:151210
3617,IMPG1,MENDELIAN,OMIM:153870
593,BCKDHA,MENDELIAN,OMIM:248600
54499,TMCO1,MENDELIAN,OMIM:213980
3845,KRAS,MENDELIAN,OMIM:163200
4893,NRAS,MENDELIAN,OMIM:163200
3265,HRAS,MENDELIAN,OMIM:163200
4438,MSH4,MENDELIAN,OMIM:108420
2200,FBN1,MENDELIAN,OMIM:608328
368,ABCC6,MENDELIAN,OMIM:177850
8565,YARS1,MENDELIAN,OMIM:608323
4205,MEF2A,POLYGENIC,OMIM:608320
4846,NOS3,POLYGENIC,OMIM:189800
286676,ILDR1,MENDELIAN,OMIM:609646
2811,GP1BA,MENDELIAN,OMIM:177820
440193,CCDC88C,MENDELIAN,OMIM:236600
51322,WAC,MENDELIAN,OMIM:616708
9455,HOMER2,MENDELIAN,OMIM:616707
4233,MET,MENDELIAN,OMIM:616705
4851,NOTCH1,MENDELIAN,OMIM:109730
7546,ZIC2,MENDELIAN,OMIM:609637
1832,DSP,MENDELIAN,OMIM:609638
51142,CHCHD2,MENDELIAN,OMIM:616710
9445,ITM2B,MENDELIAN,OMIM:176500
57410,SCYL1,MENDELIAN,OMIM:616719
6323,SCN1A,MENDELIAN,OMIM:609634
5830,PEX5,MENDELIAN,OMIM:616716
4976,OPA1,MENDELIAN,OMIM:210000
10159,ATP6AP2,MENDELIAN,OMIM:301045
9663,LPIN2,MENDELIAN,OMIM:609628
55906,ZC4H2,MENDELIAN,OMIM:301041
10735,STAG2,MENDELIAN,OMIM:301043
8243,SMC1A,MENDELIAN,OMIM:301044
406987,MIR204,MENDELIAN,OMIM:616722
64116,SLC39A8,MENDELIAN,OMIM:616721
1305,COL13A1,MENDELIAN,OMIM:616720
2622,GAS8,MENDELIAN,OMIM:616726
4040,LRP6,MENDELIAN,OMIM:616724
89970,RSPRY1,MENDELIAN,OMIM:616723
3759,KCNJ2,MENDELIAN,OMIM:609622
23028,KDM1A,MENDELIAN,OMIM:616728
3757,KCNH2,MENDELIAN,OMIM:609620
3784,KCNQ1,MENDELIAN,OMIM:609621
546,ATRX,MENDELIAN,OMIM:301040
9780,PIEZO1,MENDELIAN,OMIM:194380
55593,OTUD5,MENDELIAN,OMIM:301056
2258,FGF13,MENDELIAN,OMIM:301058
286464,CFAP47,MENDELIAN,OMIM:301059
2158,F9,POLYGENIC,OMIM:301052
7317,UBA1,MENDELIAN,OMIM:301054
10229,COQ7,MENDELIAN,OMIM:616733
11151,CORO1A,MENDELIAN,OMIM:615401
84816,RTN4IP1,MENDELIAN,OMIM:616732
10058,ABCB6,MENDELIAN,OMIM:615402
57122,NUP107,MENDELIAN,OMIM:616730
6900,CNTN2,MENDELIAN,OMIM:615400
998,CDC42,MENDELIAN,OMIM:616737
26011,TENM4,MENDELIAN,OMIM:616736
10982,MAPRE2,MENDELIAN,OMIM:616734
26277,TINF2,MENDELIAN,OMIM:127550
7015,TERT,MENDELIAN,OMIM:127550
7012,TERC,MENDELIAN,OMIM:127550
3176,HNMT,MENDELIAN,OMIM:616739
1287,COL4A5,MENDELIAN,OMIM:301050
2122,MECOM,MENDELIAN,OMIM:616738
51284,TLR7,MENDELIAN,OMIM:301051
6314,ATXN7,MENDELIAN,OMIM:164500
2729,GCLC,MENDELIAN,OMIM:230450
84679,SLC9A7,MENDELIAN,OMIM:301024
90161,HS6ST2,MENDELIAN,OMIM:301025
2239,GPC4,MENDELIAN,OMIM:301026
4810,NHS,MENDELIAN,OMIM:302350
4694,NDUFA1,MENDELIAN,OMIM:301020
54539,NDUFB11,MENDELIAN,OMIM:301021
10735,STAG2,MENDELIAN,OMIM:301022
889,KRIT1,MENDELIAN,OMIM:116860
7037,TFRC,MENDELIAN,OMIM:616740
54885,TBC1D8B,MENDELIAN,OMIM:301028
63035,BCORL1,MENDELIAN,OMIM:301029
7128,TNFAIP3,MENDELIAN,OMIM:616744
7283,TUBG1,MENDELIAN,OMIM:615412
340719,NANOS1,MENDELIAN,OMIM:615413
3796,KIF2A,MENDELIAN,OMIM:615411
1911,PHC1,MENDELIAN,OMIM:615414
284086,NEK8,MENDELIAN,OMIM:615415
291,SLC25A4,MENDELIAN,OMIM:615418
118856,MMP21,MENDELIAN,OMIM:616749
259232,NALCN,MENDELIAN,OMIM:615419
3759,KCNJ2,MENDELIAN,OMIM:170390
176,ACAN,MENDELIAN,OMIM:165800
8471,IRS4,MENDELIAN,OMIM:301035
5422,POLA1,MENDELIAN,OMIM:301030
84061,MAGT1,MENDELIAN,OMIM:301031
10943,MSL3,MENDELIAN,OMIM:301032
6907,TBL1X,MENDELIAN,OMIM:301033
201973,PRIMPOL,MENDELIAN,OMIM:615420
79576,NKAP,MENDELIAN,OMIM:301039
2523,FUT1,MENDELIAN,OMIM:616754
2524,FUT2,MENDELIAN,OMIM:616754
3178,HNRNPA1,MENDELIAN,OMIM:615424
3181,HNRNPA2B1,MENDELIAN,OMIM:615422
667,DST,MENDELIAN,OMIM:615425
57531,HACE1,MENDELIAN,OMIM:616756
3178,HNRNPA1,MENDELIAN,OMIM:615426
84173,ELMOD3,MENDELIAN,OMIM:615429
10568,SLC34A2,MENDELIAN,OMIM:265100
1589,CYP21A2,MENDELIAN,OMIM:201910
7454,WAS,MENDELIAN,OMIM:301000
4043,LRPAP1,MENDELIAN,OMIM:615431
8270,LAGE3,MENDELIAN,OMIM:301006
147183,KRT25,MENDELIAN,OMIM:616760
22866,CNKSR2,MENDELIAN,OMIM:301008
23568,ARL2BP,MENDELIAN,OMIM:615434
1859,DYRK1A,MENDELIAN,OMIM:614104
79853,TM4SF20,POLYGENIC,OMIM:615432
10019,SH2B3,MENDELIAN,OMIM:254450
811,CALR,MENDELIAN,OMIM:254450
4352,MPL,MENDELIAN,OMIM:254450
3717,JAK2,MENDELIAN,OMIM:254450
64857,PLEKHG2,MENDELIAN,OMIM:616763
3514,IGKC,MENDELIAN,OMIM:614102
51520,LARS1,MENDELIAN,OMIM:615438
3426,CFI,POLYGENIC,OMIM:615439
5592,PRKG1,MENDELIAN,OMIM:615436
4329,ALDH6A1,MENDELIAN,OMIM:614105
23328,SASH1,MENDELIAN,OMIM:127500
80781,COL18A1,MENDELIAN,OMIM:267750
63932,STEEP1,MENDELIAN,OMIM:301013
5324,PLAG1,MENDELIAN,OMIM:181030
51360,MBTPS2,MENDELIAN,OMIM:301014
286410,ATP11C,MENDELIAN,OMIM:301015
407,ARR3,MENDELIAN,OMIM:301010
10345,TRDN,MENDELIAN,OMIM:615441
5162,PDHB,MENDELIAN,OMIM:614111
114928,GPRASP2,MENDELIAN,OMIM:301018
60528,ELAC2,MENDELIAN,OMIM:615440
10293,TRAIP,MENDELIAN,OMIM:616777
9702,CEP57,MENDELIAN,OMIM:614114
10319,LAMC3,MENDELIAN,OMIM:614115
51364,ZMYND10,MENDELIAN,OMIM:615444
2259,FGF14,MENDELIAN,OMIM:193003
5654,HTRA1,MENDELIAN,OMIM:616779
1786,DNMT1,MENDELIAN,OMIM:614116
9321,TRIP11,MENDELIAN,OMIM:200600
3123,HLA-DRB1,POLYGENIC,OMIM:181000
347688,TUBB8,MENDELIAN,OMIM:616780
23247,KATNIP,MENDELIAN,OMIM:616784
1537,CYC1,MENDELIAN,OMIM:615453
1118,CHIT1,MENDELIAN,OMIM:614122
9731,CEP104,MENDELIAN,OMIM:616781
55130,ODAD2,MENDELIAN,OMIM:615451
374654,KIF7,MENDELIAN,OMIM:614120
1748,DLX4,MENDELIAN,OMIM:616788
112609,MRAP2,POLYGENIC,OMIM:615457
24,ABCA4,POLYGENIC,OMIM:153800
8192,CLPP,MENDELIAN,OMIM:614129
170692,ADAMTS18,MENDELIAN,OMIM:615458
23389,MED13L,MENDELIAN,OMIM:616789
3945,LDHB,MENDELIAN,OMIM:614128
1280,COL2A1,MENDELIAN,OMIM:200610
8913,CACNA1G,MENDELIAN,OMIM:616795
115286,SLC25A26,MENDELIAN,OMIM:616794
4643,MYO1E,MENDELIAN,OMIM:614131
10892,MALT1,MENDELIAN,OMIM:615468
2260,FGFR1,MENDELIAN,OMIM:615465
1297,COL9A1,MENDELIAN,OMIM:614134
1297,COL9A1,MENDELIAN,OMIM:614135
2778,GNAS,MENDELIAN,OMIM:103580
5133,PDCD1,POLYGENIC,OMIM:126200
3123,HLA-DRB1,POLYGENIC,OMIM:126200
3119,HLA-DQB1,POLYGENIC,OMIM:126200
4549,MT-RNR1,MENDELIAN,OMIM:500008
4512,MT-CO1,MENDELIAN,OMIM:500008
4574,MT-TS1,MENDELIAN,OMIM:500008
23141,ANKLE2,MENDELIAN,OMIM:616681
4099,MAG,MENDELIAN,OMIM:616680
29925,GMPPB,MENDELIAN,OMIM:615350
57468,SLC12A5,POLYGENIC,OMIM:616685
6331,SCN5A,MENDELIAN,OMIM:614022
6834,SURF1,MENDELIAN,OMIM:616684
5723,PSPH,MENDELIAN,OMIM:614023
55823,VPS11,MENDELIAN,OMIM:616683
29925,GMPPB,MENDELIAN,OMIM:615351
9524,TECR,MENDELIAN,OMIM:614020
2132,EXT2,MENDELIAN,OMIM:616682
29925,GMPPB,MENDELIAN,OMIM:615352
253017,TECRL,MENDELIAN,OMIM:614021
3783,KCNN4,MENDELIAN,OMIM:616689
22880,MORC2,MENDELIAN,OMIM:616688
23418,CRB1,MENDELIAN,OMIM:172870
7415,VCP,MENDELIAN,OMIM:616687
6016,RIT1,MENDELIAN,OMIM:615355
8858,PROZ,MENDELIAN,OMIM:614024
60684,TRAPPC11,MENDELIAN,OMIM:615356
3990,LIPC,MENDELIAN,OMIM:614025
19,ABCA1,MENDELIAN,OMIM:205400
345,APOC3,MENDELIAN,OMIM:614028
4254,KITLG,MENDELIAN,OMIM:145250
3891,KRT85,MENDELIAN,OMIM:602032
4159,MC3R,POLYGENIC,OMIM:602025
7849,PAX8,MENDELIAN,OMIM:218700
617,BCS1L,MENDELIAN,OMIM:603358
392255,GDF6,MENDELIAN,OMIM:615360
2767,GNA11,MENDELIAN,OMIM:615361
3029,HAGH,MENDELIAN,OMIM:614033
3162,HMOX1,MENDELIAN,OMIM:614034
8722,CTSF,MENDELIAN,OMIM:615362
2099,ESR1,MENDELIAN,OMIM:615363
1785,DNM2,MENDELIAN,OMIM:615368
4056,LTC4S,MENDELIAN,OMIM:614037
1106,CHD2,MENDELIAN,OMIM:615369
2624,GATA2,MENDELIAN,OMIM:614038
23562,CLDN14,MENDELIAN,OMIM:614035
4254,KITLG,MENDELIAN,OMIM:616697
10381,TUBB3,MENDELIAN,OMIM:614039
140803,TRPM6,MENDELIAN,OMIM:602014
83959,SLC4A11,MENDELIAN,OMIM:217400
60482,SLC5A7,MENDELIAN,OMIM:158580
1373,CPS1,POLYGENIC,OMIM:615371
196527,ANO6,MENDELIAN,OMIM:262890
57449,PLEKHG5,MENDELIAN,OMIM:615376
63976,PRDM16,MENDELIAN,OMIM:615373
59,ACTA2,MENDELIAN,OMIM:614042
9364,RAB28,MENDELIAN,OMIM:615374
2702,GJA5,MENDELIAN,OMIM:614049
6324,SCN1B,MENDELIAN,OMIM:615377
6327,SCN2B,MENDELIAN,OMIM:615378
1302,COL11A2,MENDELIAN,OMIM:184840
203286,ANKS6,MENDELIAN,OMIM:615382
54968,TMEM70,MENDELIAN,OMIM:614052
5424,POLD1,MENDELIAN,OMIM:615381
10060,ABCC9,MENDELIAN,OMIM:614050
6712,SPTBN2,MENDELIAN,OMIM:615386
39,ACAT2,MENDELIAN,OMIM:614055
28755,TRAC,MENDELIAN,OMIM:615387
514,ATP5F1E,MENDELIAN,OMIM:614053
269,AMHR2,MENDELIAN,OMIM:261550
268,AMH,MENDELIAN,OMIM:261550
3848,KRT1,MENDELIAN,OMIM:146590
22891,ZNF365,POLYGENIC,OMIM:605990
339983,NAT8L,MENDELIAN,OMIM:614063
54880,BCOR,MENDELIAN,OMIM:309800
8260,NAA10,MENDELIAN,OMIM:309800
79583,TMEM231,MENDELIAN,OMIM:615397
10717,AP4B1,MENDELIAN,OMIM:614066
54539,NDUFB11,MENDELIAN,OMIM:309801
1349,COX7B,MENDELIAN,OMIM:309801
